Last Name,First Name,ORCID,Affiliation,ISSN
Tripodi,Pasquale,https://orcid.org/0000-0001-5429-3847,Centro di Ricerca per l’Orticoltura,1422-0067
Miazzi,Monica Marilena,https://orcid.org/0000-0002-8038-3587,University of Bari Aldo Moro,1422-0067
Pavan,Stefano,https://orcid.org/0000-0002-3666-7291,University of Bari Aldo Moro,1422-0067
Montemurro,Cinzia,https://orcid.org/0000-0002-3748-2539,University of Bari Aldo Moro,1422-0067
Yue,Panpan,NONE,Beijing Forestry University,1422-0067
Hu,Yajie,https://orcid.org/0000-0001-6104-8436,Beijing Forestry University,1422-0067
Fu,Gen-Que,NONE,Beijing Forestry University,1422-0067
Sun,Changxia,NONE,Beijing Forestry University,1422-0067
Li,Ming‐Fei,https://orcid.org/0000-0003-3123-0565,Beijing Forestry University,1422-0067
Peng,Feng,https://orcid.org/0000-0001-5388-5648,Beijing Forestry University,1422-0067
Sun,Run‐Cang,https://orcid.org/0000-0003-2721-6357,Beijing Forestry University,1422-0067
Yuan,Yu-Guo,NONE,Yangzhou University,1422-0067
Peng,Qiuling,NONE,Yichun University,1422-0067
Gurunathan,Sangiliyandi,https://orcid.org/0000-0001-9924-8433,Konkuk University,1422-0067
Roca-Ho,Heleia,https://orcid.org/0000-0001-7324-5234,Hospital del Mar Research Institute,1422-0067
Riera,Marta,https://orcid.org/0000-0003-4362-7965,Hospital del Mar Research Institute,1422-0067
Palau,Vanesa,https://orcid.org/0000-0002-3210-7924,Hospital del Mar Research Institute,1422-0067
Pascual,Julio,https://orcid.org/0000-0002-4735-7838,Hospital del Mar Research Institute,1422-0067
Soler,Maria,NONE,Hospital del Mar Research Institute,1422-0067
Breil,Cassandra,NONE,Université d'Avignon et des Pays de Vaucluse; Groupe de Recherche en Énergie Électrique de Nancy; Groupe de Recherche Clinique en Neuro-urologie,1422-0067
Vian,Maryline Abert,https://orcid.org/0000-0002-3306-1403,Groupe de Recherche Clinique en Neuro-urologie; Université d'Avignon et des Pays de Vaucluse; Groupe de Recherche en Énergie Électrique de Nancy,1422-0067
Zemb,Thomas,NONE,Institut de Chimie Séparative de Marcoule,1422-0067
Kunz,Werner,https://orcid.org/0000-0002-9463-632X,University of Regensburg,1422-0067
Chemat,Farid,NONE,Groupe de Recherche Clinique en Neuro-urologie; Université d'Avignon et des Pays de Vaucluse; Groupe de Recherche en Énergie Électrique de Nancy,1422-0067
Khan,Ferdous,https://orcid.org/0000-0003-2373-7657,Kyushu University,1422-0067
Tanaka,Masaru,https://orcid.org/0000-0002-1115-2080,Kyushu University; Yamagata University,1422-0067
Tramuto,Fabio,https://orcid.org/0000-0003-0108-4608,"Azienda Ospedaliera Universitaria Policlinico ""Paolo Giaccone"" di Palermo; University of Palermo",1422-0067
Amodio,Emanuele,https://orcid.org/0000-0001-5482-5268,University of Palermo,1422-0067
Calamusa,Giuseppe,https://orcid.org/0000-0002-6780-5044,University of Palermo,1422-0067
Restivo,Vincenzo,https://orcid.org/0000-0002-5406-884X,University of Palermo,1422-0067
Costantino,Claudio,https://orcid.org/0000-0002-3397-7331,University of Palermo,1422-0067
Vitale,Francesco,https://orcid.org/0000-0002-6354-8060,"University of Palermo; Azienda Ospedaliera Universitaria Policlinico ""Paolo Giaccone"" di Palermo",1422-0067
Tsao,Yu‐Tzu,https://orcid.org/0000-0002-2413-1684,Ministry of Health and Welfare; National Yang Ming University Hospital; National Yang Ming Chiao Tung University; Tao Yuan General Hospital,1422-0067
Huang,Yi-Jeng,NONE,National Yang Ming Chiao Tung University,1422-0067
Wu,Hao-Hsiang,NONE,National Yang Ming Chiao Tung University,1422-0067
Liu,Yu-An,NONE,National Yang Ming Chiao Tung University,1422-0067
Liu,Yi‐Shiuan,https://orcid.org/0000-0003-3205-8963,National Yang Ming Chiao Tung University,1422-0067
Lee,Oscar,https://orcid.org/0000-0002-3469-0850,National Yang Ming University Hospital; National Yang Ming Chiao Tung University; Taipei City Hospital; Taipei Veterans General Hospital,1422-0067
Lin,Abraham,https://orcid.org/0000-0003-0097-3323,Drexel University,1422-0067
Truong,Billy,https://orcid.org/0000-0002-5204-2355,Drexel University,1422-0067
Patel,Sohil H.,https://orcid.org/0000-0002-9739-4362,Drexel University,1422-0067
Kaushik,Nagendra Kumar,https://orcid.org/0000-0002-4965-5046,Kwangwoon University,1422-0067
Choi,Eun Ha,https://orcid.org/0000-0001-5385-1878,Kwangwoon University,1422-0067
Fridman,Gregory,https://orcid.org/0000-0003-4006-4722,Drexel University,1422-0067
Fridman,Alexander,NONE,Drexel University,1422-0067
Miller,Vandana,https://orcid.org/0000-0002-2323-2299,Drexel University,1422-0067
Sardo,Federica Lo,https://orcid.org/0000-0002-2912-079X,NONE,1422-0067
Muti,Paola,https://orcid.org/0000-0003-0339-8520,Juravinski Cancer Centre; McMaster University,1422-0067
Blandino,Giovanni,https://orcid.org/0000-0002-6970-2241,NONE,1422-0067
Strano,Sabrina,https://orcid.org/0000-0002-6341-4230,NONE,1422-0067
Gentile,Pietro,https://orcid.org/0000-0003-3123-3977,University of Rome Tor Vergata,1422-0067
Cole,John P.,NONE,NONE,1422-0067
Cole,Megan J.,https://orcid.org/0000-0003-0815-7590,NONE,1422-0067
Garcovich,Simone,https://orcid.org/0000-0001-8967-6688,Università Cattolica del Sacro Cuore,1422-0067
Bielli,Alessandra,https://orcid.org/0000-0002-6314-279X,University of Rome Tor Vergata,1422-0067
Scioli,Maria Giovanna,https://orcid.org/0000-0002-8458-4108,University of Rome Tor Vergata,1422-0067
Orlandi,Augusto,https://orcid.org/0000-0001-7202-5854,University of Rome Tor Vergata,1422-0067
Insalaco,Chiara,NONE,University of Rome Tor Vergata,1422-0067
Cervelli,Valerio,https://orcid.org/0000-0001-8474-9104,University of Rome Tor Vergata,1422-0067
Mazur-Biały,Agnieszka,https://orcid.org/0000-0003-1056-8276,Jagiellonian University,1422-0067
Pocheć,Ewa,https://orcid.org/0000-0002-9113-8579,Jagiellonian University,1422-0067
Zarawski,Marcin,https://orcid.org/0000-0003-0923-7381,NONE,1422-0067
Kim,Kwang-Youn,https://orcid.org/0000-0002-0868-5134,Daegu Haany University; Pusan National University,1422-0067
Park,Kwang‐Il,https://orcid.org/0000-0002-0199-8090,Korea Institute of Oriental Medicine,1422-0067
Kim,Sang‐Hun,https://orcid.org/0000-0003-4167-0089,Pusan National University,1422-0067
Yu,Sun‐Nyoung,NONE,Pusan National University,1422-0067
Park,Sul-Gi,NONE,Pusan National University,1422-0067
Kim,Young Ho,https://orcid.org/0000-0003-0703-1136,Daegu Haany University,1422-0067
Seo,Young‐Kyo,https://orcid.org/0000-0002-3743-8431,Ulsan National Institute of Science and Technology,1422-0067
Yeul,Jin,https://orcid.org/0000-0001-8796-0394,Korea Institute of Oriental Medicine,1422-0067
Ahn,Soon‐Cheol,https://orcid.org/0000-0002-5826-6392,Pusan National University,1422-0067
Li,Wei,https://orcid.org/0000-0001-6728-1300,Qilu Hospital of Shandong University,1422-0067
Zhong,Chaoqin,NONE,Qilu Hospital of Shandong University,1422-0067
Jiao,Jun,https://orcid.org/0000-0003-2768-2809,Qilu Hospital of Shandong University,1422-0067
Li,Peng,https://orcid.org/0000-0002-5078-5091,Qilu Hospital of Shandong University,1422-0067
Cui,Baoxia,NONE,Qilu Hospital of Shandong University,1422-0067
Ji,Chunyan,https://orcid.org/0000-0003-4438-1768,Qilu Hospital of Shandong University,1422-0067
Ma,Daoxin,https://orcid.org/0000-0003-0664-8441,Qilu Hospital of Shandong University,1422-0067
Said,Ridha Ben,https://orcid.org/0000-0003-1500-3178,Qassim University; Tunis El Manar University; Tunis University,1422-0067
Hamed,Arafa I.,https://orcid.org/0000-0003-4910-3732,Aswan University; Qassim University; Institute of Soil Science and Plant Cultivation,1422-0067
Mahalel,Usama A.,https://orcid.org/0000-0001-7911-6599,Aswan University,1422-0067
Al-Ayed,Abdullah S.,NONE,Qassim University,1422-0067
Kowalczyk,Mariusz,https://orcid.org/0000-0001-7454-4762,Institute of Soil Science and Plant Cultivation,1422-0067
Mołdoch,Jarosław,https://orcid.org/0000-0002-8844-3986,Institute of Soil Science and Plant Cultivation,1422-0067
Oleszek,Wiesław,https://orcid.org/0000-0002-4189-6603,Institute of Soil Science and Plant Cultivation,1422-0067
Stochmal,Anna,https://orcid.org/0000-0003-1629-5598,Institute of Soil Science and Plant Cultivation,1422-0067
Charrier,Annaëlle,NONE,Centre Hospitalier Guillaume Régnier,1422-0067
Olliac,Bertrand,https://orcid.org/0000-0002-7442-2586,Université de Limoges; Centre Hospitalier Esquirol de Limoges,1422-0067
Roubertoux,Pierre L.,https://orcid.org/0000-0001-9013-2725,Aix-Marseille Université; Génétique Médicale & Génomique Fonctionelle,1422-0067
Tordjman,Sylvie,https://orcid.org/0000-0002-9640-7627,Centre Hospitalier Guillaume Régnier; Laboratoire Psychologie de la Perception; Laboratoire de Physique des Plasmas,1422-0067
Guo,Yongchen,NONE,Jining Medical University,1422-0067
Bao,Yonghua,NONE,Jining Medical University,1422-0067
Ma,Ming,https://orcid.org/0000-0001-5020-5248,Jining Medical University,1422-0067
Yang,Wancai,https://orcid.org/0000-0001-7437-9197,Jining Medical University; University of Illinois Chicago,1422-0067
Moreira-Rodríguez,Melissa,NONE,Tecnológico de Monterrey,1422-0067
Nair,Vimal,https://orcid.org/0000-0002-5752-9824,Texas A&M University,1422-0067
Benavides,Jorge,https://orcid.org/0000-0002-9579-483X,Tecnológico de Monterrey,1422-0067
Cisneros‐Zevallos,Luis,https://orcid.org/0000-0003-0580-5943,Texas A&M University,1422-0067
Jacobo‐Velázquez,Daniel A.,https://orcid.org/0000-0002-9478-2570,Tecnológico de Monterrey,1422-0067
Wei,Chien-Kei,NONE,Kaohsiung Medical University,1422-0067
Tsai,Yi‐Hong,https://orcid.org/0000-0003-4674-3363,Kaohsiung Medical University,1422-0067
Korinek,Michal,https://orcid.org/0000-0002-8988-8610,Kaohsiung Medical University,1422-0067
Hung,Pei‐hsuan,NONE,Kaohsiung Medical University,1422-0067
El‐Shazly,Mohamed,https://orcid.org/0000-0003-0050-8288,Kaohsiung Medical University; Ain Shams University,1422-0067
Cheng,Yuan‐Bin,https://orcid.org/0000-0001-6581-1320,Kaohsiung Medical University,1422-0067
Wu,Yang‐Chang,https://orcid.org/0000-0001-7815-2686,China Medical University Hospital; China Medical University; Kaohsiung Medical University,1422-0067
Hsieh,Tusty‐Jiuan,https://orcid.org/0000-0001-5387-6522,Kaohsiung Medical University; National Sun Yat-sen University,1422-0067
Chang,Fang‐Rong,https://orcid.org/0000-0003-2549-4193,National Sun Yat-sen University; Kaohsiung Medical University,1422-0067
Gart,Eveline,https://orcid.org/0000-0002-7713-2381,Netherlands Organisation for Applied Scientific Research; Wageningen University & Research,1422-0067
Lima,Everton Souto,NONE,Netherlands Organisation for Applied Scientific Research,1422-0067
Schuren,Frank,https://orcid.org/0000-0001-6982-5340,Netherlands Organisation for Applied Scientific Research,1422-0067
Ruiter,Christa G. F. De,NONE,Netherlands Organisation for Applied Scientific Research,1422-0067
Attema,Joline,NONE,Netherlands Organisation for Applied Scientific Research,1422-0067
Verschuren,Lars,https://orcid.org/0000-0002-7847-9037,Netherlands Organisation for Applied Scientific Research,1422-0067
Keijer,Jaap,https://orcid.org/0000-0002-9720-7491,Wageningen University & Research,1422-0067
Salic,Kanita,NONE,Netherlands Organisation for Applied Scientific Research,1422-0067
Morrison,Martine C.,https://orcid.org/0000-0003-4996-943X,Netherlands Organisation for Applied Scientific Research; Wageningen University & Research,1422-0067
Kleemann,Robert,https://orcid.org/0000-0002-1350-0149,Netherlands Organisation for Applied Scientific Research; Leiden University Medical Center,1422-0067
Nazaré,Ana Carolina,https://orcid.org/0000-0001-5256-9176,Universidade Estadual Paulista (Unesp),1422-0067
Polaquini,Carlos Roberto,https://orcid.org/0000-0001-5913-0246,Universidade Estadual Paulista (Unesp),1422-0067
Cavalca,Lucia,https://orcid.org/0000-0002-3512-1705,University of Groningen,1422-0067
Anselmo,Daiane Bertholin,NONE,Universidade Estadual Paulista (Unesp),1422-0067
Calmon,Marília Freitas,https://orcid.org/0000-0001-5203-0103,Universidade Estadual Paulista (Unesp),1422-0067
Monteiro,Diego Alves,https://orcid.org/0000-0001-9894-6926,Universidade Estadual Paulista (Unesp),1422-0067
Zielińska,Aleksandra,https://orcid.org/0000-0003-3394-967X,University of Groningen,1422-0067
Rahal,Paula,https://orcid.org/0000-0001-5693-6148,Universidade Estadual Paulista (Unesp),1422-0067
Gomes,Eleni,https://orcid.org/0000-0003-0935-1387,Universidade Estadual Paulista (Unesp),1422-0067
Scheffers,Dirk‐Jan,https://orcid.org/0000-0002-9439-9168,University of Groningen,1422-0067
Ferreira,Henrique,https://orcid.org/0000-0002-9183-9420,Universidade Estadual Paulista (Unesp),1422-0067
Regasini,Luís Octávio,https://orcid.org/0000-0001-8574-0670,Universidade Estadual Paulista (Unesp),1422-0067
Paunov,Momchil,https://orcid.org/0009-0007-1593-9503,"Sofia University ""St. Kliment Ohridski""",1422-0067
Koleva,Lyubka,https://orcid.org/0000-0002-7087-0891,Agricultural University Plovdiv,1422-0067
Vassilev,Andon,https://orcid.org/0000-0002-2485-1673,Agricultural University Plovdiv,1422-0067
Vangronsveld,Jaco,https://orcid.org/0000-0003-4423-8363,Hasselt University,1422-0067
Goltsev,Vasilij,https://orcid.org/0000-0003-4338-6671,"Sofia University ""St. Kliment Ohridski""",1422-0067
Li,Xue,https://orcid.org/0000-0002-9523-869X,West China Medical Center of Sichuan University,1422-0067
Lei,Yi,https://orcid.org/0000-0002-0857-6317,West China Medical Center of Sichuan University,1422-0067
Wu,Miao,NONE,West China Medical Center of Sichuan University,1422-0067
Li,Nan,https://orcid.org/0000-0002-2047-4743,West China Medical Center of Sichuan University,1422-0067
Oh,Myeongsik,NONE,Kangwon National University,1422-0067
Lee,Jinhee,https://orcid.org/0000-0001-7321-6206,Incheon National University,1422-0067
Kim,Yu Jin,NONE,Kangwon National University,1422-0067
Rhee,Won Jong,https://orcid.org/0000-0001-7068-2762,Incheon National University,1422-0067
Park,Ju Hyun,https://orcid.org/0000-0001-8590-7442,Kangwon National University,1422-0067
Wang,Chang-Tao,NONE,Beijing Technology and Business University,1422-0067
Ru,Jing-Na,NONE,Institute of Crop Sciences; Chinese Academy of Agricultural Sciences,1422-0067
Liu,Yongwei,https://orcid.org/0000-0001-9980-1825,Hebei Academy of Agriculture and Forestry Sciences,1422-0067
Li,Meng,https://orcid.org/0000-0002-7354-6480,Beijing Technology and Business University,1422-0067
Zhao,Dan,https://orcid.org/0000-0002-3988-5040,Beijing Technology and Business University,1422-0067
Yang,Junfeng,NONE,NONE,1422-0067
Fu,Jin‐Dong,NONE,Institute of Crop Sciences; Chinese Academy of Agricultural Sciences,1422-0067
Xu,Zhao‐Shi,https://orcid.org/0000-0001-8028-6413,Institute of Crop Sciences; Chinese Academy of Agricultural Sciences,1422-0067
Cui,Xiang,https://orcid.org/0000-0002-3029-5829,Nanjing University of Chinese Medicine,1422-0067
Qian,Dawei,https://orcid.org/0000-0002-0402-9551,Nanjing University of Chinese Medicine,1422-0067
Jiang,Shu,https://orcid.org/0000-0003-1183-5022,Nanjing University of Chinese Medicine,1422-0067
Shang,Erxin,NONE,Nanjing University of Chinese Medicine,1422-0067
Zhu,Zhenhua,https://orcid.org/0000-0002-4554-1770,Nanjing University of Chinese Medicine,1422-0067
Duan,Jin‐Ao,https://orcid.org/0000-0002-2066-327X,Nanjing University of Chinese Medicine,1422-0067
Lemma,Silvia,https://orcid.org/0000-0003-0714-3138,Istituto Ortopedico Rizzoli; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
Avnet,Sofia,https://orcid.org/0000-0002-7843-0591,Istituto Ortopedico Rizzoli; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
Meade,M,https://orcid.org/0000-0003-4752-0997,Istituto Ortopedico Rizzoli; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
Chano,Tokuhiro,https://orcid.org/0000-0002-9959-1183,Shiga University of Medical Science,1422-0067
Baldini,Nicola,https://orcid.org/0000-0003-2228-3833,University of Bologna; Istituto Ortopedico Rizzoli; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
Liang,Hai‐Wei,NONE,China Agricultural University,1422-0067
Dai,Zhaolai,https://orcid.org/0000-0003-4471-0154,China Agricultural University,1422-0067
Kou,Jiao,NONE,China Agricultural University,1422-0067
Sun,Kaiji,NONE,China Agricultural University,1422-0067
Chen,Jingqing,https://orcid.org/0000-0002-1506-7510,China Agricultural University,1422-0067
Yang,Ying,https://orcid.org/0000-0002-5787-3158,China Agricultural University,1422-0067
Wu,Guoyao,https://orcid.org/0000-0001-8058-6969,China Agricultural University; Texas A&M University,1422-0067
Wu,Zhenlong,https://orcid.org/0000-0001-9700-8874,China Agricultural University,1422-0067
Diamanti,Andrea Picchianti,https://orcid.org/0000-0002-8552-4641,Sapienza University of Rome,1422-0067
Panebianco,Concetta,https://orcid.org/0000-0003-2819-3505,Casa Sollievo della Sofferenza; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
Salemi,Simonetta,https://orcid.org/0000-0003-4754-8092,Sapienza University of Rome,1422-0067
Sorgi,Maria Laura,NONE,Sapienza University of Rome,1422-0067
Rosa,Roberta,https://orcid.org/0000-0002-6062-8559,Sapienza University of Rome,1422-0067
Tropea,Alessandro,https://orcid.org/0000-0001-5792-718X,Sapienza University of Rome,1422-0067
Sgrulletti,Mayla,https://orcid.org/0000-0002-7493-5226,Sapienza University of Rome,1422-0067
Salerno,Gerardo,https://orcid.org/0000-0002-6597-1452,Sapienza University of Rome,1422-0067
Terracciano,Fulvia,NONE,Casa Sollievo della Sofferenza; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
D’Amelio,Raffaele,https://orcid.org/0000-0003-0669-2629,Sapienza University of Rome,1422-0067
Laganà,Bruno,https://orcid.org/0000-0003-2305-4063,Sapienza University of Rome,1422-0067
Pazienza,Valerio,https://orcid.org/0000-0002-3492-1153,Casa Sollievo della Sofferenza; Istituti di Ricovero e Cura a Carattere Scientifico,1422-0067
Kim,Soo,https://orcid.org/0000-0002-1818-0551,Asan Medical Center,1422-0067
